night,receiver,beacon,t1_s,t2_s,lag_hours,delta_sfo,sigma_between_unit_sd
5,s3,B3,3000,12600,2.667,0.000381,0.16
5,s3,B3,3000,15000,3.333,0.000425,0.18
5,s3,B3,3000,17400,4.000,0.000535,0.23
5,s3,B3,5400,7800,0.667,0.000202,0.09
5,s3,B3,5400,10200,1.333,0.000420,0.18
5,s3,B3,5400,12600,2.000,0.000433,0.18
5,s3,B3,5400,15000,2.667,0.000477,0.20
5,s3,B3,5400,17400,3.333,0.000587,0.25
5,s3,B3,7800,10200,0.667,0.000621,0.26
5,s3,B3,7800,12600,1.333,0.000635,0.27
5,s3,B3,7800,15000,2.000,0.000678,0.29
5,s3,B3,7800,17400,2.667,0.000789,0.33
5,s3,B3,10200,12600,0.667,0.000014,0.01
5,s3,B3,10200,15000,1.333,0.000057,0.02
5,s3,B3,10200,17400,2.000,0.000168,0.07
5,s3,B3,12600,15000,0.667,0.000043,0.02
5,s3,B3,12600,17400,1.333,0.000154,0.07
5,s3,B3,15000,17400,0.667,0.000111,0.05
6,d0wd,B1,600,3000,0.667,0.002013,0.85
6,d0wd,B1,600,5400,1.333,0.001886,0.80
6,d0wd,B1,600,7800,2.000,0.001881,0.79
6,d0wd,B1,600,10200,2.667,0.002062,0.87
6,d0wd,B1,600,12600,3.333,0.001797,0.76
6,d0wd,B1,600,15000,4.000,0.002464,1.04
6,d0wd,B1,600,17400,4.667,0.002212,0.93
6,d0wd,B1,3000,5400,0.667,0.000127,0.05
6,d0wd,B1,3000,7800,1.333,0.000132,0.06
6,d0wd,B1,3000,10200,2.000,0.000049,0.02
6,d0wd,B1,3000,12600,2.667,0.000216,0.09
6,d0wd,B1,3000,15000,3.333,0.000451,0.19
6,d0wd,B1,3000,17400,4.000,0.000199,0.08
6,d0wd,B1,5400,7800,0.667,0.000005,0.00
6,d0wd,B1,5400,10200,1.333,0.000176,0.07
6,d0wd,B1,5400,12600,2.000,0.000089,0.04
6,d0wd,B1,5400,15000,2.667,0.000578,0.24
6,d0wd,B1,5400,17400,3.333,0.000326,0.14
6,d0wd,B1,7800,10200,0.667,0.000181,0.08
6,d0wd,B1,7800,12600,1.333,0.000084,0.04
6,d0wd,B1,7800,15000,2.000,0.000583,0.25
6,d0wd,B1,7800,17400,2.667,0.000331,0.14
6,d0wd,B1,10200,12600,0.667,0.000265,0.11
6,d0wd,B1,10200,15000,1.333,0.000401,0.17
6,d0wd,B1,10200,17400,2.000,0.000150,0.06
6,d0wd,B1,12600,15000,0.667,0.000667,0.28
6,d0wd,B1,12600,17400,1.333,0.000415,0.18
6,d0wd,B1,15000,17400,0.667,0.000251,0.11
6,d0wd,B2,600,3000,0.667,0.001347,0.57
6,d0wd,B2,600,5400,1.333,0.001385,0.58
6,d0wd,B2,600,7800,2.000,0.001277,0.54
6,d0wd,B2,600,10200,2.667,0.001580,0.67
6,d0wd,B2,600,12600,3.333,0.001618,0.68
6,d0wd,B2,600,15000,4.000,0.001509,0.64
6,d0wd,B2,600,17400,4.667,0.001723,0.73
6,d0wd,B2,3000,5400,0.667,0.000038,0.02
6,d0wd,B2,3000,7800,1.333,0.000070,0.03
6,d0wd,B2,3000,10200,2.000,0.000233,0.10
6,d0wd,B2,3000,12600,2.667,0.000270,0.11
6,d0wd,B2,3000,15000,3.333,0.000161,0.07
6,d0wd,B2,3000,17400,4.000,0.000376,0.16
6,d0wd,B2,5400,7800,0.667,0.000108,0.05
6,d0wd,B2,5400,10200,1.333,0.000195,0.08
6,d0wd,B2,5400,12600,2.000,0.000232,0.10
6,d0wd,B2,5400,15000,2.667,0.000123,0.05
6,d0wd,B2,5400,17400,3.333,0.000338,0.14
6,d0wd,B2,7800,10200,0.667,0.000303,0.13
6,d0wd,B2,7800,12600,1.333,0.000341,0.14
6,d0wd,B2,7800,15000,2.000,0.000232,0.10
6,d0wd,B2,7800,17400,2.667,0.000446,0.19
6,d0wd,B2,10200,12600,0.667,0.000038,0.02
6,d0wd,B2,10200,15000,1.333,0.000071,0.03
6,d0wd,B2,10200,17400,2.000,0.000143,0.06
6,d0wd,B2,12600,15000,0.667,0.000109,0.05
6,d0wd,B2,12600,17400,1.333,0.000105,0.04
6,d0wd,B2,15000,17400,0.667,0.000215,0.09
6,d0wd,B3,600,3000,0.667,0.001494,0.63
6,d0wd,B3,600,5400,1.333,0.001254,0.53
6,d0wd,B3,600,7800,2.000,0.001262,0.53
6,d0wd,B3,600,10200,2.667,0.000191,0.08
6,d0wd,B3,600,12600,3.333,0.001679,0.71
6,d0wd,B3,600,15000,4.000,0.000886,0.37
6,d0wd,B3,600,17400,4.667,0.001541,0.65
6,d0wd,B3,3000,5400,0.667,0.000240,0.10
6,d0wd,B3,3000,7800,1.333,0.000232,0.10
6,d0wd,B3,3000,10200,2.000,0.001303,0.55
6,d0wd,B3,3000,12600,2.667,0.000184,0.08
6,d0wd,B3,3000,15000,3.333,0.000609,0.26
6,d0wd,B3,3000,17400,4.000,0.000047,0.02
6,d0wd,B3,5400,7800,0.667,0.000008,0.00
6,d0wd,B3,5400,10200,1.333,0.001063,0.45
6,d0wd,B3,5400,12600,2.000,0.000425,0.18
6,d0wd,B3,5400,15000,2.667,0.000368,0.16
6,d0wd,B3,5400,17400,3.333,0.000287,0.12
6,d0wd,B3,7800,10200,0.667,0.001071,0.45
6,d0wd,B3,7800,12600,1.333,0.000416,0.18
6,d0wd,B3,7800,15000,2.000,0.000377,0.16
6,d0wd,B3,7800,17400,2.667,0.000279,0.12
6,d0wd,B3,10200,12600,0.667,0.001487,0.63
6,d0wd,B3,10200,15000,1.333,0.000694,0.29
6,d0wd,B3,10200,17400,2.000,0.001350,0.57
6,d0wd,B3,12600,15000,0.667,0.000793,0.33
6,d0wd,B3,12600,17400,1.333,0.000137,0.06
6,d0wd,B3,15000,17400,0.667,0.000656,0.28
7,d0wd,B1,600,3000,0.667,0.000695,0.29
7,d0wd,B1,600,5400,1.333,0.025396,10.72
7,d0wd,B1,600,7800,2.000,0.026658,11.25
7,d0wd,B1,600,10200,2.667,0.026030,10.98
7,d0wd,B1,600,12600,3.333,0.026595,11.22
7,d0wd,B1,600,15000,4.000,0.025514,10.77
7,d0wd,B1,600,17400,4.667,0.021978,9.27
7,d0wd,B1,3000,5400,0.667,0.024701,10.42
7,d0wd,B1,3000,7800,1.333,0.025964,10.96
7,d0wd,B1,3000,10200,2.000,0.025335,10.69
7,d0wd,B1,3000,12600,2.667,0.025901,10.93
7,d0wd,B1,3000,15000,3.333,0.024819,10.47
7,d0wd,B1,3000,17400,4.000,0.021284,8.98
7,d0wd,B1,5400,7800,0.667,0.001263,0.53
7,d0wd,B1,5400,10200,1.333,0.000634,0.27
7,d0wd,B1,5400,12600,2.000,0.001200,0.51
7,d0wd,B1,5400,15000,2.667,0.000118,0.05
7,d0wd,B1,5400,17400,3.333,0.003417,1.44
7,d0wd,B1,7800,10200,0.667,0.000628,0.27
7,d0wd,B1,7800,12600,1.333,0.000063,0.03
7,d0wd,B1,7800,15000,2.000,0.001145,0.48
7,d0wd,B1,7800,17400,2.667,0.004680,1.97
7,d0wd,B1,10200,12600,0.667,0.000566,0.24
7,d0wd,B1,10200,15000,1.333,0.000516,0.22
7,d0wd,B1,10200,17400,2.000,0.004051,1.71
7,d0wd,B1,12600,15000,0.667,0.001082,0.46
7,d0wd,B1,12600,17400,1.333,0.004617,1.95
7,d0wd,B1,15000,17400,0.667,0.003535,1.49
7,d0wd,B2,600,3000,0.667,0.001470,0.62
7,d0wd,B2,600,5400,1.333,0.000675,0.28
7,d0wd,B2,600,7800,2.000,0.000689,0.29
7,d0wd,B2,600,10200,2.667,0.000798,0.34
7,d0wd,B2,600,12600,3.333,0.000197,0.08
7,d0wd,B2,600,15000,4.000,0.000643,0.27
7,d0wd,B2,600,17400,4.667,0.000536,0.23
7,d0wd,B2,3000,5400,0.667,0.000795,0.34
7,d0wd,B2,3000,7800,1.333,0.000781,0.33
7,d0wd,B2,3000,10200,2.000,0.000672,0.28
7,d0wd,B2,3000,12600,2.667,0.001273,0.54
7,d0wd,B2,3000,15000,3.333,0.002113,0.89
7,d0wd,B2,3000,17400,4.000,0.002005,0.85
7,d0wd,B2,5400,7800,0.667,0.000014,0.01
7,d0wd,B2,5400,10200,1.333,0.000123,0.05
7,d0wd,B2,5400,12600,2.000,0.000478,0.20
7,d0wd,B2,5400,15000,2.667,0.001318,0.56
7,d0wd,B2,5400,17400,3.333,0.001210,0.51
7,d0wd,B2,7800,10200,0.667,0.000110,0.05
7,d0wd,B2,7800,12600,1.333,0.000492,0.21
7,d0wd,B2,7800,15000,2.000,0.001332,0.56
7,d0wd,B2,7800,17400,2.667,0.001224,0.52
7,d0wd,B2,10200,12600,0.667,0.000601,0.25
7,d0wd,B2,10200,15000,1.333,0.001441,0.61
7,d0wd,B2,10200,17400,2.000,0.001334,0.56
7,d0wd,B2,12600,15000,0.667,0.000840,0.35
7,d0wd,B2,12600,17400,1.333,0.000733,0.31
7,d0wd,B2,15000,17400,0.667,0.000107,0.05
7,d0wd,B3,600,3000,0.667,0.000303,0.13
7,d0wd,B3,600,5400,1.333,0.000308,0.13
7,d0wd,B3,600,7800,2.000,0.000296,0.13
7,d0wd,B3,600,10200,2.667,0.000444,0.19
7,d0wd,B3,600,12600,3.333,0.000230,0.10
7,d0wd,B3,600,15000,4.000,0.000283,0.12
7,d0wd,B3,600,17400,4.667,0.000123,0.05
7,d0wd,B3,3000,5400,0.667,0.000005,0.00
7,d0wd,B3,3000,7800,1.333,0.000007,0.00
7,d0wd,B3,3000,10200,2.000,0.000141,0.06
7,d0wd,B3,3000,12600,2.667,0.000073,0.03
7,d0wd,B3,3000,15000,3.333,0.000020,0.01
7,d0wd,B3,3000,17400,4.000,0.000180,0.08
7,d0wd,B3,5400,7800,0.667,0.000011,0.00
7,d0wd,B3,5400,10200,1.333,0.000136,0.06
7,d0wd,B3,5400,12600,2.000,0.000077,0.03
7,d0wd,B3,5400,15000,2.667,0.000024,0.01
7,d0wd,B3,5400,17400,3.333,0.000185,0.08
7,d0wd,B3,7800,10200,0.667,0.000148,0.06
7,d0wd,B3,7800,12600,1.333,0.000066,0.03
7,d0wd,B3,7800,15000,2.000,0.000013,0.01
7,d0wd,B3,7800,17400,2.667,0.000174,0.07
7,d0wd,B3,10200,12600,0.667,0.000214,0.09
7,d0wd,B3,10200,15000,1.333,0.000161,0.07
7,d0wd,B3,10200,17400,2.000,0.000321,0.14
7,d0wd,B3,12600,15000,0.667,0.000053,0.02
7,d0wd,B3,12600,17400,1.333,0.000108,0.05
7,d0wd,B3,15000,17400,0.667,0.000161,0.07
7,s3,B1,600,3000,0.667,0.000130,0.05
7,s3,B1,600,5400,1.333,0.009795,4.13
7,s3,B1,600,7800,2.000,0.009662,4.08
7,s3,B1,600,10200,2.667,0.009669,4.08
7,s3,B1,600,12600,3.333,0.009468,4.00
7,s3,B1,600,15000,4.000,0.010122,4.27
7,s3,B1,600,17400,4.667,0.009914,4.18
7,s3,B1,3000,5400,0.667,0.009926,4.19
7,s3,B1,3000,7800,1.333,0.009792,4.13
7,s3,B1,3000,10200,2.000,0.009799,4.13
7,s3,B1,3000,12600,2.667,0.009599,4.05
7,s3,B1,3000,15000,3.333,0.010253,4.33
7,s3,B1,3000,17400,4.000,0.010045,4.24
7,s3,B1,5400,7800,0.667,0.000134,0.06
7,s3,B1,5400,10200,1.333,0.000126,0.05
7,s3,B1,5400,12600,2.000,0.000327,0.14
7,s3,B1,5400,15000,2.667,0.000327,0.14
7,s3,B1,5400,17400,3.333,0.000119,0.05
7,s3,B1,7800,10200,0.667,0.000007,0.00
7,s3,B1,7800,12600,1.333,0.000193,0.08
7,s3,B1,7800,15000,2.000,0.000461,0.19
7,s3,B1,7800,17400,2.667,0.000253,0.11
7,s3,B1,10200,12600,0.667,0.000201,0.08
7,s3,B1,10200,15000,1.333,0.000453,0.19
7,s3,B1,10200,17400,2.000,0.000245,0.10
7,s3,B1,12600,15000,0.667,0.000654,0.28
7,s3,B1,12600,17400,1.333,0.000446,0.19
7,s3,B1,15000,17400,0.667,0.000208,0.09
7,s3,B2,600,3000,0.667,0.000450,0.19
7,s3,B2,600,5400,1.333,0.000203,0.09
7,s3,B2,600,7800,2.000,0.000476,0.20
7,s3,B2,600,10200,2.667,0.000492,0.21
7,s3,B2,600,12600,3.333,0.000397,0.17
7,s3,B2,600,15000,4.000,0.000608,0.26
7,s3,B2,600,17400,4.667,0.000712,0.30
7,s3,B2,3000,5400,0.667,0.000247,0.10
7,s3,B2,3000,7800,1.333,0.000025,0.01
7,s3,B2,3000,10200,2.000,0.000042,0.02
7,s3,B2,3000,12600,2.667,0.000053,0.02
7,s3,B2,3000,15000,3.333,0.000158,0.07
7,s3,B2,3000,17400,4.000,0.000262,0.11
7,s3,B2,5400,7800,0.667,0.000273,0.12
7,s3,B2,5400,10200,1.333,0.000289,0.12
7,s3,B2,5400,12600,2.000,0.000194,0.08
7,s3,B2,5400,15000,2.667,0.000405,0.17
7,s3,B2,5400,17400,3.333,0.000509,0.21
7,s3,B2,7800,10200,0.667,0.000016,0.01
7,s3,B2,7800,12600,1.333,0.000079,0.03
7,s3,B2,7800,15000,2.000,0.000132,0.06
7,s3,B2,7800,17400,2.667,0.000236,0.10
7,s3,B2,10200,12600,0.667,0.000095,0.04
7,s3,B2,10200,15000,1.333,0.000116,0.05
7,s3,B2,10200,17400,2.000,0.000220,0.09
7,s3,B2,12600,15000,0.667,0.000211,0.09
7,s3,B2,12600,17400,1.333,0.000315,0.13
7,s3,B2,15000,17400,0.667,0.000104,0.04
7,s3,B3,600,3000,0.667,0.003193,1.35
7,s3,B3,600,5400,1.333,0.003695,1.56
7,s3,B3,600,7800,2.000,0.004535,1.91
7,s3,B3,600,10200,2.667,0.005080,2.14
7,s3,B3,600,12600,3.333,0.005296,2.23
7,s3,B3,600,15000,4.000,0.005179,2.19
7,s3,B3,600,17400,4.667,0.005168,2.18
7,s3,B3,3000,5400,0.667,0.000502,0.21
7,s3,B3,3000,7800,1.333,0.001343,0.57
7,s3,B3,3000,10200,2.000,0.001887,0.80
7,s3,B3,3000,12600,2.667,0.002103,0.89
7,s3,B3,3000,15000,3.333,0.001986,0.84
7,s3,B3,3000,17400,4.000,0.001975,0.83
7,s3,B3,5400,7800,0.667,0.000840,0.35
7,s3,B3,5400,10200,1.333,0.001384,0.58
7,s3,B3,5400,12600,2.000,0.001601,0.68
7,s3,B3,5400,15000,2.667,0.001484,0.63
7,s3,B3,5400,17400,3.333,0.001473,0.62
7,s3,B3,7800,10200,0.667,0.000544,0.23
7,s3,B3,7800,12600,1.333,0.000760,0.32
7,s3,B3,7800,15000,2.000,0.000643,0.27
7,s3,B3,7800,17400,2.667,0.000632,0.27
7,s3,B3,10200,12600,0.667,0.000216,0.09
7,s3,B3,10200,15000,1.333,0.000099,0.04
7,s3,B3,10200,17400,2.000,0.000088,0.04
7,s3,B3,12600,15000,0.667,0.000117,0.05
7,s3,B3,12600,17400,1.333,0.000128,0.05
7,s3,B3,15000,17400,0.667,0.000011,0.00
