night,receiver,beacon,t1_s,t2_s,lag_hours,delta_sfo,sigma_between_unit_sd
4,s3,B2,2400,11400,2.500,0.000986,0.42
4,s3,B2,2400,13200,3.000,0.000501,0.21
4,s3,B2,2400,15000,3.500,0.000143,0.06
4,s3,B2,2400,16800,4.000,0.001068,0.45
4,s3,B2,2400,18600,4.500,0.000049,0.02
4,s3,B2,2400,20400,5.000,0.000321,0.14
4,s3,B2,2400,24000,6.000,0.005160,2.18
4,s3,B2,2400,27600,7.000,0.012904,5.44
4,s3,B2,2400,31200,8.000,0.000607,0.26
4,s3,B2,2400,34800,9.000,0.002455,1.04
4,s3,B2,2400,38400,10.000,0.002156,0.91
4,s3,B2,2400,42000,11.000,0.000114,0.05
4,s3,B2,2400,45600,12.000,0.000161,0.07
4,s3,B2,2400,49200,13.000,0.001430,0.60
4,s3,B2,2400,52800,14.000,0.000477,0.20
4,s3,B2,2400,56400,15.000,0.000600,0.25
4,s3,B2,2400,60000,16.000,0.006019,2.54
4,s3,B2,2400,63600,17.000,0.002419,1.02
4,s3,B2,2400,67200,18.000,0.005445,2.30
4,s3,B2,2400,70800,19.000,0.003343,1.41
4,s3,B2,4200,6000,0.500,0.000137,0.06
4,s3,B2,4200,7800,1.000,0.000559,0.24
4,s3,B2,4200,9600,1.500,0.000131,0.06
4,s3,B2,4200,11400,2.000,0.000897,0.38
4,s3,B2,4200,13200,2.500,0.000591,0.25
4,s3,B2,4200,15000,3.000,0.000232,0.10
4,s3,B2,4200,16800,3.500,0.000978,0.41
4,s3,B2,4200,18600,4.000,0.000040,0.02
4,s3,B2,4200,20400,4.500,0.000232,0.10
4,s3,B2,4200,24000,5.500,0.005250,2.22
4,s3,B2,4200,27600,6.500,0.012994,5.48
4,s3,B2,4200,31200,7.500,0.000697,0.29
4,s3,B2,4200,34800,8.500,0.002365,1.00
4,s3,B2,4200,38400,9.500,0.002246,0.95
4,s3,B2,4200,42000,10.500,0.000024,0.01
4,s3,B2,4200,45600,11.500,0.000071,0.03
4,s3,B2,4200,49200,12.500,0.001340,0.57
4,s3,B2,4200,52800,13.500,0.000567,0.24
4,s3,B2,4200,56400,14.500,0.000511,0.22
4,s3,B2,4200,60000,15.500,0.005930,2.50
4,s3,B2,4200,63600,16.500,0.002329,0.98
4,s3,B2,4200,67200,17.500,0.005355,2.26
4,s3,B2,4200,70800,18.500,0.003253,1.37
4,s3,B2,6000,7800,0.500,0.000422,0.18
4,s3,B2,6000,9600,1.000,0.000006,0.00
4,s3,B2,6000,11400,1.500,0.001034,0.44
4,s3,B2,6000,13200,2.000,0.000454,0.19
4,s3,B2,6000,15000,2.500,0.000095,0.04
4,s3,B2,6000,16800,3.000,0.001115,0.47
4,s3,B2,6000,18600,3.500,0.000096,0.04
4,s3,B2,6000,20400,4.000,0.000368,0.16
4,s3,B2,6000,24000,5.000,0.005113,2.16
4,s3,B2,6000,27600,6.000,0.012857,5.42
4,s3,B2,6000,31200,7.000,0.000560,0.24
4,s3,B2,6000,34800,8.000,0.002502,1.06
4,s3,B2,6000,38400,9.000,0.002109,0.89
4,s3,B2,6000,42000,10.000,0.000161,0.07
4,s3,B2,6000,45600,11.000,0.000208,0.09
4,s3,B2,6000,49200,12.000,0.001477,0.62
4,s3,B2,6000,52800,13.000,0.000430,0.18
4,s3,B2,6000,56400,14.000,0.000648,0.27
4,s3,B2,6000,60000,15.000,0.006067,2.56
4,s3,B2,6000,63600,16.000,0.002466,1.04
4,s3,B2,6000,67200,17.000,0.005492,2.32
4,s3,B2,6000,70800,18.000,0.003390,1.43
4,s3,B2,7800,9600,0.500,0.000428,0.18
4,s3,B2,7800,11400,1.000,0.001455,0.61
4,s3,B2,7800,13200,1.500,0.000032,0.01
4,s3,B2,7800,15000,2.000,0.000326,0.14
4,s3,B2,7800,16800,2.500,0.001537,0.65
4,s3,B2,7800,18600,3.000,0.000518,0.22
4,s3,B2,7800,20400,3.500,0.000790,0.33
4,s3,B2,7800,24000,4.500,0.004691,1.98
4,s3,B2,7800,27600,5.500,0.012435,5.25
4,s3,B2,7800,31200,6.500,0.000138,0.06
4,s3,B2,7800,34800,7.500,0.002924,1.23
4,s3,B2,7800,38400,8.500,0.001687,0.71
4,s3,B2,7800,42000,9.500,0.000583,0.25
4,s3,B2,7800,45600,10.500,0.000630,0.27
4,s3,B2,7800,49200,11.500,0.001899,0.80
4,s3,B2,7800,52800,12.500,0.000008,0.00
4,s3,B2,7800,56400,13.500,0.001069,0.45
4,s3,B2,7800,60000,14.500,0.006488,2.74
4,s3,B2,7800,63600,15.500,0.002888,1.22
4,s3,B2,7800,67200,16.500,0.005914,2.50
4,s3,B2,7800,70800,17.500,0.003812,1.61
4,s3,B2,9600,11400,0.500,0.001028,0.43
4,s3,B2,9600,13200,1.000,0.000460,0.19
4,s3,B2,9600,15000,1.500,0.000101,0.04
4,s3,B2,9600,16800,2.000,0.001110,0.47
4,s3,B2,9600,18600,2.500,0.000091,0.04
4,s3,B2,9600,20400,3.000,0.000363,0.15
4,s3,B2,9600,24000,4.000,0.005119,2.16
4,s3,B2,9600,27600,5.000,0.012863,5.43
4,s3,B2,9600,31200,6.000,0.000566,0.24
4,s3,B2,9600,34800,7.000,0.002496,1.05
4,s3,B2,9600,38400,8.000,0.002115,0.89
4,s3,B2,9600,42000,9.000,0.000155,0.07
4,s3,B2,9600,45600,10.000,0.000202,0.09
4,s3,B2,9600,49200,11.000,0.001471,0.62
4,s3,B2,9600,52800,12.000,0.000436,0.18
4,s3,B2,9600,56400,13.000,0.000642,0.27
4,s3,B2,9600,60000,14.000,0.006061,2.56
4,s3,B2,9600,63600,15.000,0.002460,1.04
4,s3,B2,9600,67200,16.000,0.005486,2.31
4,s3,B2,9600,70800,17.000,0.003384,1.43
4,s3,B2,11400,13200,0.500,0.001488,0.63
4,s3,B2,11400,15000,1.000,0.001129,0.48
4,s3,B2,11400,16800,1.500,0.000082,0.03
4,s3,B2,11400,18600,2.000,0.000937,0.40
4,s3,B2,11400,20400,2.500,0.000665,0.28
4,s3,B2,11400,24000,3.500,0.006147,2.59
4,s3,B2,11400,27600,4.500,0.013890,5.86
4,s3,B2,11400,31200,5.500,0.001594,0.67
4,s3,B2,11400,34800,6.500,0.001468,0.62
4,s3,B2,11400,38400,7.500,0.003143,1.33
4,s3,B2,11400,42000,8.500,0.000872,0.37
4,s3,B2,11400,45600,9.500,0.000826,0.35
4,s3,B2,11400,49200,10.500,0.000443,0.19
4,s3,B2,11400,52800,11.500,0.001464,0.62
4,s3,B2,11400,56400,12.500,0.000386,0.16
4,s3,B2,11400,60000,13.500,0.005033,2.12
4,s3,B2,11400,63600,14.500,0.001433,0.60
4,s3,B2,11400,67200,15.500,0.004458,1.88
4,s3,B2,11400,70800,16.500,0.002356,0.99
4,s3,B2,13200,15000,0.500,0.000359,0.15
4,s3,B2,13200,16800,1.000,0.001569,0.66
4,s3,B2,13200,18600,1.500,0.000551,0.23
4,s3,B2,13200,20400,2.000,0.000823,0.35
4,s3,B2,13200,24000,3.000,0.004659,1.97
4,s3,B2,13200,27600,4.000,0.012403,5.23
4,s3,B2,13200,31200,5.000,0.000106,0.04
4,s3,B2,13200,34800,6.000,0.002956,1.25
4,s3,B2,13200,38400,7.000,0.001655,0.70
4,s3,B2,13200,42000,8.000,0.000615,0.26
4,s3,B2,13200,45600,9.000,0.000662,0.28
4,s3,B2,13200,49200,10.000,0.001931,0.81
4,s3,B2,13200,52800,11.000,0.000024,0.01
4,s3,B2,13200,56400,12.000,0.001102,0.46
4,s3,B2,13200,60000,13.000,0.006521,2.75
4,s3,B2,13200,63600,14.000,0.002920,1.23
4,s3,B2,13200,67200,15.000,0.005946,2.51
4,s3,B2,13200,70800,16.000,0.003844,1.62
4,s3,B2,15000,16800,0.500,0.001211,0.51
4,s3,B2,15000,18600,1.000,0.000192,0.08
4,s3,B2,15000,20400,1.500,0.000464,0.20
4,s3,B2,15000,24000,2.500,0.005018,2.12
4,s3,B2,15000,27600,3.500,0.012761,5.38
4,s3,B2,15000,31200,4.500,0.000465,0.20
4,s3,B2,15000,34800,5.500,0.002597,1.10
4,s3,B2,15000,38400,6.500,0.002014,0.85
4,s3,B2,15000,42000,7.500,0.000257,0.11
4,s3,B2,15000,45600,8.500,0.000303,0.13
4,s3,B2,15000,49200,9.500,0.001572,0.66
4,s3,B2,15000,52800,10.500,0.000335,0.14
4,s3,B2,15000,56400,11.500,0.000743,0.31
4,s3,B2,15000,60000,12.500,0.006162,2.60
4,s3,B2,15000,63600,13.500,0.002562,1.08
4,s3,B2,15000,67200,14.500,0.005587,2.36
4,s3,B2,15000,70800,15.500,0.003485,1.47
4,s3,B2,16800,18600,0.500,0.001019,0.43
4,s3,B2,16800,20400,1.000,0.000747,0.32
4,s3,B2,16800,24000,2.000,0.006229,2.63
4,s3,B2,16800,27600,3.000,0.013972,5.90
4,s3,B2,16800,31200,4.000,0.001676,0.71
4,s3,B2,16800,34800,5.000,0.001386,0.58
4,s3,B2,16800,38400,6.000,0.003224,1.36
4,s3,B2,16800,42000,7.000,0.000954,0.40
4,s3,B2,16800,45600,8.000,0.000907,0.38
4,s3,B2,16800,49200,9.000,0.000361,0.15
4,s3,B2,16800,52800,10.000,0.001546,0.65
4,s3,B2,16800,56400,11.000,0.000468,0.20
4,s3,B2,16800,60000,12.000,0.004951,2.09
4,s3,B2,16800,63600,13.000,0.001351,0.57
4,s3,B2,16800,67200,14.000,0.004377,1.85
4,s3,B2,16800,70800,15.000,0.002274,0.96
4,s3,B2,18600,20400,0.500,0.000272,0.11
4,s3,B2,18600,24000,1.500,0.005210,2.20
4,s3,B2,18600,27600,2.500,0.012953,5.47
4,s3,B2,18600,31200,3.500,0.000657,0.28
4,s3,B2,18600,34800,4.500,0.002405,1.01
4,s3,B2,18600,38400,5.500,0.002206,0.93
4,s3,B2,18600,42000,6.500,0.000065,0.03
4,s3,B2,18600,45600,7.500,0.000112,0.05
4,s3,B2,18600,49200,8.500,0.001380,0.58
4,s3,B2,18600,52800,9.500,0.000527,0.22
4,s3,B2,18600,56400,10.500,0.000551,0.23
4,s3,B2,18600,60000,11.500,0.005970,2.52
4,s3,B2,18600,63600,12.500,0.002370,1.00
4,s3,B2,18600,67200,13.500,0.005395,2.28
4,s3,B2,18600,70800,14.500,0.003293,1.39
4,s3,B2,20400,24000,1.000,0.005482,2.31
4,s3,B2,20400,27600,2.000,0.013225,5.58
4,s3,B2,20400,31200,3.000,0.000929,0.39
4,s3,B2,20400,34800,4.000,0.002133,0.90
4,s3,B2,20400,38400,5.000,0.002478,1.05
4,s3,B2,20400,42000,6.000,0.000207,0.09
4,s3,B2,20400,45600,7.000,0.000160,0.07
4,s3,B2,20400,49200,8.000,0.001108,0.47
4,s3,B2,20400,52800,9.000,0.000799,0.34
4,s3,B2,20400,56400,10.000,0.000279,0.12
4,s3,B2,20400,60000,11.000,0.005698,2.40
4,s3,B2,20400,63600,12.000,0.002098,0.89
4,s3,B2,20400,67200,13.000,0.005124,2.16
4,s3,B2,20400,70800,14.000,0.003021,1.27
4,s3,B2,24000,27600,1.000,0.007744,3.27
4,s3,B2,24000,31200,2.000,0.004553,1.92
4,s3,B2,24000,34800,3.000,0.007615,3.21
4,s3,B2,24000,38400,4.000,0.003004,1.27
4,s3,B2,24000,42000,5.000,0.005274,2.23
4,s3,B2,24000,45600,6.000,0.005321,2.25
4,s3,B2,24000,49200,7.000,0.006590,2.78
4,s3,B2,24000,52800,8.000,0.004683,1.98
4,s3,B2,24000,56400,9.000,0.005761,2.43
4,s3,B2,24000,60000,10.000,0.011180,4.72
4,s3,B2,24000,63600,11.000,0.007579,3.20
4,s3,B2,24000,67200,12.000,0.010605,4.47
4,s3,B2,24000,70800,13.000,0.008503,3.59
4,s3,B2,27600,31200,1.000,0.012297,5.19
4,s3,B2,27600,34800,2.000,0.015359,6.48
4,s3,B2,27600,38400,3.000,0.010748,4.53
4,s3,B2,27600,42000,4.000,0.013018,5.49
4,s3,B2,27600,45600,5.000,0.013065,5.51
4,s3,B2,27600,49200,6.000,0.014334,6.05
4,s3,B2,27600,52800,7.000,0.012427,5.24
4,s3,B2,27600,56400,8.000,0.013505,5.70
4,s3,B2,27600,60000,9.000,0.018924,7.98
4,s3,B2,27600,63600,10.000,0.015323,6.47
4,s3,B2,27600,67200,11.000,0.018349,7.74
4,s3,B2,27600,70800,12.000,0.016247,6.86
4,s3,B2,31200,34800,1.000,0.003062,1.29
4,s3,B2,31200,38400,2.000,0.001549,0.65
4,s3,B2,31200,42000,3.000,0.000721,0.30
4,s3,B2,31200,45600,4.000,0.000768,0.32
4,s3,B2,31200,49200,5.000,0.002037,0.86
4,s3,B2,31200,52800,6.000,0.000130,0.05
4,s3,B2,31200,56400,7.000,0.001208,0.51
4,s3,B2,31200,60000,8.000,0.006627,2.80
4,s3,B2,31200,63600,9.000,0.003026,1.28
4,s3,B2,31200,67200,10.000,0.006052,2.55
4,s3,B2,31200,70800,11.000,0.003950,1.67
4,s3,B2,34800,38400,1.000,0.004611,1.95
4,s3,B2,34800,42000,2.000,0.002341,0.99
4,s3,B2,34800,45600,3.000,0.002294,0.97
4,s3,B2,34800,49200,4.000,0.001025,0.43
4,s3,B2,34800,52800,5.000,0.002932,1.24
4,s3,B2,34800,56400,6.000,0.001854,0.78
4,s3,B2,34800,60000,7.000,0.003565,1.50
4,s3,B2,34800,63600,8.000,0.000036,0.02
4,s3,B2,34800,67200,9.000,0.002990,1.26
4,s3,B2,34800,70800,10.000,0.000888,0.37
4,s3,B2,38400,42000,1.000,0.002270,0.96
4,s3,B2,38400,45600,2.000,0.002317,0.98
4,s3,B2,38400,49200,3.000,0.003586,1.51
4,s3,B2,38400,52800,4.000,0.001679,0.71
4,s3,B2,38400,56400,5.000,0.002757,1.16
4,s3,B2,38400,60000,6.000,0.008176,3.45
4,s3,B2,38400,63600,7.000,0.004575,1.93
4,s3,B2,38400,67200,8.000,0.007601,3.21
4,s3,B2,38400,70800,9.000,0.005499,2.32
4,s3,B2,42000,45600,1.000,0.000047,0.02
4,s3,B2,42000,49200,2.000,0.001316,0.56
4,s3,B2,42000,52800,3.000,0.000591,0.25
4,s3,B2,42000,56400,4.000,0.000487,0.21
4,s3,B2,42000,60000,5.000,0.005906,2.49
4,s3,B2,42000,63600,6.000,0.002305,0.97
4,s3,B2,42000,67200,7.000,0.005331,2.25
4,s3,B2,42000,70800,8.000,0.003229,1.36
4,s3,B2,45600,49200,1.000,0.001269,0.54
4,s3,B2,45600,52800,2.000,0.000638,0.27
4,s3,B2,45600,56400,3.000,0.000440,0.19
4,s3,B2,45600,60000,4.000,0.005859,2.47
4,s3,B2,45600,63600,5.000,0.002258,0.95
4,s3,B2,45600,67200,6.000,0.005284,2.23
4,s3,B2,45600,70800,7.000,0.003182,1.34
4,s3,B2,49200,52800,1.000,0.001907,0.80
4,s3,B2,49200,56400,2.000,0.000829,0.35
4,s3,B2,49200,60000,3.000,0.004590,1.94
4,s3,B2,49200,63600,4.000,0.000989,0.42
4,s3,B2,49200,67200,5.000,0.004015,1.69
4,s3,B2,49200,70800,6.000,0.001913,0.81
4,s3,B2,52800,56400,1.000,0.001078,0.45
4,s3,B2,52800,60000,2.000,0.006497,2.74
4,s3,B2,52800,63600,3.000,0.002896,1.22
4,s3,B2,52800,67200,4.000,0.005922,2.50
4,s3,B2,52800,70800,5.000,0.003820,1.61
4,s3,B2,56400,60000,1.000,0.005419,2.29
4,s3,B2,56400,63600,2.000,0.001819,0.77
4,s3,B2,56400,67200,3.000,0.004844,2.04
4,s3,B2,56400,70800,4.000,0.002742,1.16
4,s3,B2,60000,63600,1.000,0.003600,1.52
4,s3,B2,60000,67200,2.000,0.000575,0.24
4,s3,B2,60000,70800,3.000,0.002677,1.13
4,s3,B2,63600,67200,1.000,0.003026,1.28
4,s3,B2,63600,70800,2.000,0.000924,0.39
4,s3,B2,67200,70800,1.000,0.002102,0.89
4,s3,B3,600,2400,0.500,0.000918,0.39
4,s3,B3,600,4200,1.000,0.001252,0.53
4,s3,B3,600,6000,1.500,0.001827,0.77
4,s3,B3,600,7800,2.000,0.002016,0.85
4,s3,B3,600,9600,2.500,0.001719,0.73
4,s3,B3,600,11400,3.000,0.001791,0.76
4,s3,B3,600,13200,3.500,0.002399,1.01
4,s3,B3,600,15000,4.000,0.001462,0.62
4,s3,B3,600,16800,4.500,0.005553,2.34
4,s3,B3,600,18600,5.000,0.002429,1.02
4,s3,B3,600,20400,5.500,0.001856,0.78
4,s3,B3,2400,4200,0.500,0.000334,0.14
4,s3,B3,2400,6000,1.000,0.000910,0.38
4,s3,B3,2400,7800,1.500,0.001098,0.46
4,s3,B3,2400,9600,2.000,0.000801,0.34
4,s3,B3,2400,11400,2.500,0.000873,0.37
4,s3,B3,2400,13200,3.000,0.001481,0.62
4,s3,B3,2400,15000,3.500,0.002379,1.00
4,s3,B3,2400,16800,4.000,0.004635,1.96
4,s3,B3,2400,18600,4.500,0.003347,1.41
4,s3,B3,2400,20400,5.000,0.000938,0.40
4,s3,B3,4200,6000,0.500,0.000576,0.24
4,s3,B3,4200,7800,1.000,0.000764,0.32
4,s3,B3,4200,9600,1.500,0.000468,0.20
4,s3,B3,4200,11400,2.000,0.000539,0.23
4,s3,B3,4200,13200,2.500,0.001147,0.48
4,s3,B3,4200,15000,3.000,0.002713,1.14
4,s3,B3,4200,16800,3.500,0.004301,1.81
4,s3,B3,4200,18600,4.000,0.003681,1.55
4,s3,B3,4200,20400,4.500,0.000604,0.25
4,s3,B3,6000,7800,0.500,0.000188,0.08
4,s3,B3,6000,9600,1.000,0.000108,0.05
4,s3,B3,6000,11400,1.500,0.000037,0.02
4,s3,B3,6000,13200,2.000,0.000571,0.24
4,s3,B3,6000,15000,2.500,0.003289,1.39
4,s3,B3,6000,16800,3.000,0.003725,1.57
4,s3,B3,6000,18600,3.500,0.004256,1.80
4,s3,B3,6000,20400,4.000,0.000028,0.01
4,s3,B3,7800,9600,0.500,0.000297,0.13
4,s3,B3,7800,11400,1.000,0.000225,0.09
4,s3,B3,7800,13200,1.500,0.000383,0.16
4,s3,B3,7800,15000,2.000,0.003477,1.47
4,s3,B3,7800,16800,2.500,0.003537,1.49
4,s3,B3,7800,18600,3.000,0.004445,1.88
4,s3,B3,7800,20400,3.500,0.000160,0.07
4,s3,B3,9600,11400,0.500,0.000072,0.03
4,s3,B3,9600,13200,1.000,0.000680,0.29
4,s3,B3,9600,15000,1.500,0.003181,1.34
4,s3,B3,9600,16800,2.000,0.003834,1.62
4,s3,B3,9600,18600,2.500,0.004148,1.75
4,s3,B3,9600,20400,3.000,0.000136,0.06
4,s3,B3,11400,13200,0.500,0.000608,0.26
4,s3,B3,11400,15000,1.000,0.003252,1.37
4,s3,B3,11400,16800,1.500,0.003762,1.59
4,s3,B3,11400,18600,2.000,0.004220,1.78
4,s3,B3,11400,20400,2.500,0.000065,0.03
4,s3,B3,13200,15000,0.500,0.003860,1.63
4,s3,B3,13200,16800,1.000,0.003154,1.33
4,s3,B3,13200,18600,1.500,0.004828,2.04
4,s3,B3,13200,20400,2.000,0.000543,0.23
4,s3,B3,15000,16800,0.500,0.007014,2.96
4,s3,B3,15000,18600,1.000,0.000967,0.41
4,s3,B3,15000,20400,1.500,0.003317,1.40
4,s3,B3,16800,18600,0.500,0.007982,3.37
4,s3,B3,16800,20400,1.000,0.003697,1.56
4,s3,B3,18600,20400,0.500,0.004285,1.81
5,d0wd,B1,600,3000,0.667,0.000002,0.00
5,d0wd,B1,600,5400,1.333,0.000122,0.05
5,d0wd,B1,600,7800,2.000,0.000074,0.03
5,d0wd,B1,600,10200,2.667,0.000157,0.07
5,d0wd,B1,600,12600,3.333,0.000084,0.04
5,d0wd,B1,600,15000,4.000,0.000050,0.02
5,d0wd,B1,600,17400,4.667,0.000078,0.03
5,d0wd,B1,3000,5400,0.667,0.000123,0.05
5,d0wd,B1,3000,7800,1.333,0.000073,0.03
5,d0wd,B1,3000,10200,2.000,0.000159,0.07
5,d0wd,B1,3000,12600,2.667,0.000085,0.04
5,d0wd,B1,3000,15000,3.333,0.000052,0.02
5,d0wd,B1,3000,17400,4.000,0.000076,0.03
5,d0wd,B1,5400,7800,0.667,0.000196,0.08
5,d0wd,B1,5400,10200,1.333,0.000036,0.02
5,d0wd,B1,5400,12600,2.000,0.000038,0.02
5,d0wd,B1,5400,15000,2.667,0.000071,0.03
5,d0wd,B1,5400,17400,3.333,0.000200,0.08
5,d0wd,B1,7800,10200,0.667,0.000232,0.10
5,d0wd,B1,7800,12600,1.333,0.000158,0.07
5,d0wd,B1,7800,15000,2.000,0.000125,0.05
5,d0wd,B1,7800,17400,2.667,0.000004,0.00
5,d0wd,B1,10200,12600,0.667,0.000074,0.03
5,d0wd,B1,10200,15000,1.333,0.000107,0.05
5,d0wd,B1,10200,17400,2.000,0.000235,0.10
5,d0wd,B1,12600,15000,0.667,0.000034,0.01
5,d0wd,B1,12600,17400,1.333,0.000162,0.07
5,d0wd,B1,15000,17400,0.667,0.000128,0.05
5,d0wd,B2,600,3000,0.667,0.000121,0.05
5,d0wd,B2,600,5400,1.333,0.000711,0.30
5,d0wd,B2,600,7800,2.000,0.000336,0.14
5,d0wd,B2,600,10200,2.667,0.000363,0.15
5,d0wd,B2,600,12600,3.333,0.000328,0.14
5,d0wd,B2,600,15000,4.000,0.000179,0.08
5,d0wd,B2,600,17400,4.667,0.000972,0.41
5,d0wd,B2,3000,5400,0.667,0.000832,0.35
5,d0wd,B2,3000,7800,1.333,0.000457,0.19
5,d0wd,B2,3000,10200,2.000,0.000242,0.10
5,d0wd,B2,3000,12600,2.667,0.000449,0.19
5,d0wd,B2,3000,15000,3.333,0.000300,0.13
5,d0wd,B2,3000,17400,4.000,0.001093,0.46
5,d0wd,B2,5400,7800,0.667,0.000376,0.16
5,d0wd,B2,5400,10200,1.333,0.001074,0.45
5,d0wd,B2,5400,12600,2.000,0.000383,0.16
5,d0wd,B2,5400,15000,2.667,0.000532,0.22
5,d0wd,B2,5400,17400,3.333,0.000261,0.11
5,d0wd,B2,7800,10200,0.667,0.000699,0.29
5,d0wd,B2,7800,12600,1.333,0.000008,0.00
5,d0wd,B2,7800,15000,2.000,0.000156,0.07
5,d0wd,B2,7800,17400,2.667,0.000637,0.27
5,d0wd,B2,10200,12600,0.667,0.000691,0.29
5,d0wd,B2,10200,15000,1.333,0.000542,0.23
5,d0wd,B2,10200,17400,2.000,0.001335,0.56
5,d0wd,B2,12600,15000,0.667,0.000149,0.06
5,d0wd,B2,12600,17400,1.333,0.000644,0.27
5,d0wd,B2,15000,17400,0.667,0.000793,0.33
5,d0wd,B3,600,3000,0.667,0.003183,1.34
5,d0wd,B3,600,5400,1.333,0.005105,2.15
5,d0wd,B3,600,7800,2.000,0.005949,2.51
5,d0wd,B3,600,10200,2.667,0.006417,2.71
5,d0wd,B3,600,12600,3.333,0.006729,2.84
5,d0wd,B3,600,15000,4.000,0.006620,2.79
5,d0wd,B3,600,17400,4.667,0.005790,2.44
5,d0wd,B3,3000,5400,0.667,0.001921,0.81
5,d0wd,B3,3000,7800,1.333,0.002766,1.17
5,d0wd,B3,3000,10200,2.000,0.003233,1.36
5,d0wd,B3,3000,12600,2.667,0.003546,1.50
5,d0wd,B3,3000,15000,3.333,0.003436,1.45
5,d0wd,B3,3000,17400,4.000,0.002607,1.10
5,d0wd,B3,5400,7800,0.667,0.000845,0.36
5,d0wd,B3,5400,10200,1.333,0.001312,0.55
5,d0wd,B3,5400,12600,2.000,0.001624,0.69
5,d0wd,B3,5400,15000,2.667,0.001515,0.64
5,d0wd,B3,5400,17400,3.333,0.000685,0.29
5,d0wd,B3,7800,10200,0.667,0.000467,0.20
5,d0wd,B3,7800,12600,1.333,0.000780,0.33
5,d0wd,B3,7800,15000,2.000,0.000670,0.28
5,d0wd,B3,7800,17400,2.667,0.000159,0.07
5,d0wd,B3,10200,12600,0.667,0.000312,0.13
5,d0wd,B3,10200,15000,1.333,0.000203,0.09
5,d0wd,B3,10200,17400,2.000,0.000627,0.26
5,d0wd,B3,12600,15000,0.667,0.000109,0.05
5,d0wd,B3,12600,17400,1.333,0.000939,0.40
5,d0wd,B3,15000,17400,0.667,0.000830,0.35
5,s3,B1,600,3000,0.667,0.000563,0.24
5,s3,B1,600,5400,1.333,0.000099,0.04
5,s3,B1,600,7800,2.000,0.000028,0.01
5,s3,B1,600,10200,2.667,0.000016,0.01
5,s3,B1,600,12600,3.333,0.000251,0.11
5,s3,B1,600,15000,4.000,0.000104,0.04
5,s3,B1,600,17400,4.667,0.000220,0.09
5,s3,B1,3000,5400,0.667,0.000463,0.20
5,s3,B1,3000,7800,1.333,0.000591,0.25
5,s3,B1,3000,10200,2.000,0.000546,0.23
5,s3,B1,3000,12600,2.667,0.000813,0.34
5,s3,B1,3000,15000,3.333,0.000458,0.19
5,s3,B1,3000,17400,4.000,0.000782,0.33
5,s3,B1,5400,7800,0.667,0.000127,0.05
5,s3,B1,5400,10200,1.333,0.000083,0.03
5,s3,B1,5400,12600,2.000,0.000350,0.15
5,s3,B1,5400,15000,2.667,0.000005,0.00
5,s3,B1,5400,17400,3.333,0.000319,0.13
5,s3,B1,7800,10200,0.667,0.000044,0.02
5,s3,B1,7800,12600,1.333,0.000222,0.09
5,s3,B1,7800,15000,2.000,0.000133,0.06
5,s3,B1,7800,17400,2.667,0.000192,0.08
5,s3,B1,10200,12600,0.667,0.000267,0.11
5,s3,B1,10200,15000,1.333,0.000088,0.04
5,s3,B1,10200,17400,2.000,0.000236,0.10
5,s3,B1,12600,15000,0.667,0.000355,0.15
5,s3,B1,12600,17400,1.333,0.000031,0.01
5,s3,B1,15000,17400,0.667,0.000324,0.14
5,s3,B2,600,3000,0.667,0.000701,0.30
5,s3,B2,600,5400,1.333,0.000443,0.19
5,s3,B2,600,7800,2.000,0.001312,0.55
5,s3,B2,600,10200,2.667,0.000997,0.42
5,s3,B2,600,12600,3.333,0.000778,0.33
5,s3,B2,600,15000,4.000,0.000912,0.38
5,s3,B2,600,17400,4.667,0.001319,0.56
5,s3,B2,3000,5400,0.667,0.000258,0.11
5,s3,B2,3000,7800,1.333,0.000611,0.26
5,s3,B2,3000,10200,2.000,0.000296,0.12
5,s3,B2,3000,12600,2.667,0.000077,0.03
5,s3,B2,3000,15000,3.333,0.000211,0.09
5,s3,B2,3000,17400,4.000,0.000618,0.26
5,s3,B2,5400,7800,0.667,0.000869,0.37
5,s3,B2,5400,10200,1.333,0.000554,0.23
5,s3,B2,5400,12600,2.000,0.000335,0.14
5,s3,B2,5400,15000,2.667,0.000469,0.20
5,s3,B2,5400,17400,3.333,0.000876,0.37
5,s3,B2,7800,10200,0.667,0.000315,0.13
5,s3,B2,7800,12600,1.333,0.000534,0.23
5,s3,B2,7800,15000,2.000,0.000400,0.17
5,s3,B2,7800,17400,2.667,0.000007,0.00
5,s3,B2,10200,12600,0.667,0.000220,0.09
5,s3,B2,10200,15000,1.333,0.000086,0.04
5,s3,B2,10200,17400,2.000,0.000321,0.14
5,s3,B2,12600,15000,0.667,0.000134,0.06
5,s3,B2,12600,17400,1.333,0.000541,0.23
5,s3,B2,15000,17400,0.667,0.000407,0.17
5,s3,B3,600,3000,0.667,0.001590,0.67
5,s3,B3,600,5400,1.333,0.001538,0.65
5,s3,B3,600,7800,2.000,0.001337,0.56
5,s3,B3,600,10200,2.667,0.001958,0.83
5,s3,B3,600,12600,3.333,0.001972,0.83
5,s3,B3,600,15000,4.000,0.002015,0.85
5,s3,B3,600,17400,4.667,0.002126,0.90
5,s3,B3,3000,5400,0.667,0.000052,0.02
5,s3,B3,3000,7800,1.333,0.000254,0.11
5,s3,B3,3000,10200,2.000,0.000368,0.16
